month,fac,sex,age_gp,hiv,n
01/10/2019,qech,female,35-44,positive,4
01/10/2019,qech,female,45-54,positive,2
01/10/2019,qech,female,55-64,negative,1
01/10/2019,qech,female,55-64,positive,1
01/10/2019,qech,female,65+,positive,1
01/10/2019,qech,male,15-24,negative,1
01/10/2019,qech,male,15-24,positive,1
01/10/2019,qech,male,25-34,negative,1
01/10/2019,qech,male,25-34,positive,2
01/10/2019,qech,male,35-44,positive,6
01/10/2019,qech,male,45-54,negative,1
01/10/2019,qech,male,45-54,positive,4
01/10/2019,qech,NA,45-54,positive,1
01/11/2019,hc,female,0-14,negative,1
01/11/2019,hc,female,15-24,negative,1
01/11/2019,hc,female,15-24,positive,2
01/11/2019,hc,female,25-34,negative,2
01/11/2019,hc,female,25-34,positive,1
01/11/2019,hc,female,35-44,negative,2
01/11/2019,hc,female,35-44,positive,2
01/11/2019,hc,female,45-54,positive,1
01/11/2019,hc,female,55-64,positive,1
01/11/2019,hc,male,0-14,negative,4
01/11/2019,hc,male,0-14,positive,1
01/11/2019,hc,male,15-24,negative,7
01/11/2019,hc,male,25-34,negative,8
01/11/2019,hc,male,25-34,positive,5
01/11/2019,hc,male,35-44,negative,5
01/11/2019,hc,male,35-44,positive,4
01/11/2019,hc,male,45-54,negative,2
01/11/2019,hc,male,45-54,positive,3
01/11/2019,hc,male,55-64,negative,1
01/11/2019,hc,male,55-64,positive,1
01/11/2019,hc,male,65+,negative,4
01/11/2019,qech,female,0-14,negative,3
01/11/2019,qech,female,0-14,positive,3
01/11/2019,qech,female,15-24,negative,3
01/11/2019,qech,female,15-24,positive,2
01/11/2019,qech,female,25-34,negative,2
01/11/2019,qech,female,25-34,positive,10
01/11/2019,qech,female,35-44,positive,7
01/11/2019,qech,female,45-54,positive,3
01/11/2019,qech,female,55-64,negative,1
01/11/2019,qech,female,55-64,positive,3
01/11/2019,qech,female,65+,negative,2
01/11/2019,qech,female,65+,positive,2
01/11/2019,qech,male,0-14,negative,6
01/11/2019,qech,male,0-14,positive,5
01/11/2019,qech,male,15-24,negative,4
01/11/2019,qech,male,25-34,negative,3
01/11/2019,qech,male,25-34,positive,10
01/11/2019,qech,male,35-44,negative,2
01/11/2019,qech,male,35-44,positive,9
01/11/2019,qech,male,45-54,negative,1
01/11/2019,qech,male,45-54,positive,6
01/11/2019,qech,male,55-64,negative,1
01/11/2019,qech,male,55-64,positive,4
01/11/2019,qech,NA,55-64,positive,1
01/12/2019,hc,female,0-14,negative,1
01/12/2019,hc,female,0-14,positive,1
01/12/2019,hc,female,15-24,negative,3
01/12/2019,hc,female,15-24,positive,2
01/12/2019,hc,female,25-34,negative,2
01/12/2019,hc,female,25-34,positive,6
01/12/2019,hc,female,35-44,negative,3
01/12/2019,hc,female,35-44,positive,1
01/12/2019,hc,female,45-54,positive,1
01/12/2019,hc,female,55-64,negative,2
01/12/2019,hc,female,65+,negative,1
01/12/2019,hc,male,0-14,negative,3
01/12/2019,hc,male,0-14,positive,2
01/12/2019,hc,male,15-24,negative,2
01/12/2019,hc,male,25-34,negative,11
01/12/2019,hc,male,25-34,positive,7
01/12/2019,hc,male,35-44,negative,6
01/12/2019,hc,male,35-44,positive,12
01/12/2019,hc,male,45-54,negative,4
01/12/2019,hc,male,45-54,positive,2
01/12/2019,hc,male,55-64,negative,2
01/12/2019,hc,male,55-64,positive,2
01/12/2019,hc,male,65+,negative,5
01/12/2019,hc,NA,35-44,positive,1
01/12/2019,hc,NA,55-64,negative,1
01/12/2019,qech,female,0-14,negative,1
01/12/2019,qech,female,0-14,positive,3
01/12/2019,qech,female,15-24,negative,1
01/12/2019,qech,female,15-24,positive,4
01/12/2019,qech,female,25-34,negative,2
01/12/2019,qech,female,25-34,positive,9
01/12/2019,qech,female,35-44,positive,7
01/12/2019,qech,female,45-54,positive,3
01/12/2019,qech,female,55-64,negative,1
01/12/2019,qech,female,55-64,positive,1
01/12/2019,qech,female,65+,positive,1
01/12/2019,qech,male,0-14,negative,1
01/12/2019,qech,male,0-14,positive,5
01/12/2019,qech,male,15-24,negative,1
01/12/2019,qech,male,15-24,positive,1
01/12/2019,qech,male,25-34,negative,2
01/12/2019,qech,male,25-34,positive,9
01/12/2019,qech,male,35-44,negative,7
01/12/2019,qech,male,35-44,positive,11
01/12/2019,qech,male,45-54,negative,1
01/12/2019,qech,male,45-54,positive,2
01/12/2019,qech,male,55-64,negative,1
01/12/2019,qech,male,55-64,positive,2
01/12/2019,qech,male,65+,negative,2
01/12/2019,qech,male,65+,positive,1
01/12/2019,qech,NA,35-44,positive,1
01/12/2019,qech,NA,45-54,negative,1
01/01/2020,hc,female,0-14,negative,3
01/01/2020,hc,female,0-14,positive,2
01/01/2020,hc,female,15-24,negative,6
01/01/2020,hc,female,15-24,positive,2
01/01/2020,hc,female,25-34,negative,2
01/01/2020,hc,female,25-34,positive,8
01/01/2020,hc,female,35-44,negative,3
01/01/2020,hc,female,35-44,positive,4
01/01/2020,hc,female,45-54,negative,1
01/01/2020,hc,female,45-54,positive,2
01/01/2020,hc,female,55-64,positive,1
01/01/2020,hc,female,65+,negative,1
01/01/2020,hc,male,0-14,negative,4
01/01/2020,hc,male,0-14,positive,3
01/01/2020,hc,male,15-24,negative,5
01/01/2020,hc,male,15-24,positive,2
01/01/2020,hc,male,25-34,negative,10
01/01/2020,hc,male,25-34,positive,3
01/01/2020,hc,male,35-44,negative,10
01/01/2020,hc,male,35-44,positive,12
01/01/2020,hc,male,45-54,negative,2
01/01/2020,hc,male,45-54,positive,5
01/01/2020,hc,male,55-64,negative,5
01/01/2020,hc,male,55-64,positive,1
01/01/2020,hc,male,65+,negative,4
01/01/2020,hc,NA,15-24,negative,2
01/01/2020,hc,NA,25-34,positive,1
01/01/2020,hc,NA,65+,negative,1
01/01/2020,qech,female,0-14,negative,4
01/01/2020,qech,female,0-14,positive,3
01/01/2020,qech,female,15-24,positive,4
01/01/2020,qech,female,25-34,negative,2
01/01/2020,qech,female,25-34,positive,7
01/01/2020,qech,female,35-44,negative,3
01/01/2020,qech,female,35-44,positive,9
01/01/2020,qech,female,45-54,negative,1
01/01/2020,qech,female,45-54,positive,2
01/01/2020,qech,female,55-64,negative,2
01/01/2020,qech,female,55-64,positive,5
01/01/2020,qech,female,65+,negative,2
01/01/2020,qech,male,0-14,negative,5
01/01/2020,qech,male,0-14,positive,4
01/01/2020,qech,male,15-24,negative,4
01/01/2020,qech,male,25-34,negative,3
01/01/2020,qech,male,25-34,positive,9
01/01/2020,qech,male,35-44,negative,3
01/01/2020,qech,male,35-44,positive,14
01/01/2020,qech,male,45-54,negative,4
01/01/2020,qech,male,45-54,positive,3
01/01/2020,qech,male,55-64,negative,1
01/01/2020,qech,male,55-64,positive,4
01/01/2020,qech,male,65+,negative,2
01/01/2020,qech,NA,0-14,positive,1
01/01/2020,qech,NA,35-44,positive,1
01/02/2020,hc,female,0-14,negative,2
01/02/2020,hc,female,0-14,positive,2
01/02/2020,hc,female,15-24,negative,2
01/02/2020,hc,female,15-24,positive,3
01/02/2020,hc,female,25-34,negative,1
01/02/2020,hc,female,25-34,positive,2
01/02/2020,hc,female,35-44,negative,3
01/02/2020,hc,female,35-44,positive,9
01/02/2020,hc,female,45-54,positive,5
01/02/2020,hc,female,55-64,positive,1
01/02/2020,hc,female,65+,negative,1
01/02/2020,hc,male,0-14,negative,2
01/02/2020,hc,male,0-14,positive,3
01/02/2020,hc,male,15-24,negative,5
01/02/2020,hc,male,25-34,negative,7
01/02/2020,hc,male,25-34,positive,5
01/02/2020,hc,male,35-44,negative,9
01/02/2020,hc,male,35-44,positive,6
01/02/2020,hc,male,45-54,negative,3
01/02/2020,hc,male,45-54,positive,2
01/02/2020,hc,male,55-64,negative,5
01/02/2020,hc,male,65+,negative,6
01/02/2020,hc,male,65+,positive,1
01/02/2020,qech,female,0-14,negative,2
01/02/2020,qech,female,0-14,positive,4
01/02/2020,qech,female,15-24,negative,2
01/02/2020,qech,female,15-24,positive,2
01/02/2020,qech,female,25-34,negative,1
01/02/2020,qech,female,25-34,positive,5
01/02/2020,qech,female,35-44,positive,7
01/02/2020,qech,female,45-54,negative,1
01/02/2020,qech,female,45-54,positive,3
01/02/2020,qech,female,55-64,negative,1
01/02/2020,qech,female,55-64,positive,1
01/02/2020,qech,female,65+,negative,1
01/02/2020,qech,female,65+,positive,2
01/02/2020,qech,male,0-14,negative,3
01/02/2020,qech,male,0-14,positive,2
01/02/2020,qech,male,15-24,negative,4
01/02/2020,qech,male,15-24,positive,1
01/02/2020,qech,male,25-34,negative,4
01/02/2020,qech,male,25-34,positive,6
01/02/2020,qech,male,35-44,negative,3
01/02/2020,qech,male,35-44,positive,16
01/02/2020,qech,male,45-54,negative,1
01/02/2020,qech,male,45-54,positive,2
01/02/2020,qech,male,55-64,negative,1
01/02/2020,qech,male,55-64,positive,4
01/02/2020,qech,NA,0-14,positive,1
01/02/2020,qech,NA,35-44,negative,1
01/02/2020,qech,NA,35-44,positive,1
01/03/2020,hc,female,0-14,negative,3
01/03/2020,hc,female,0-14,positive,2
01/03/2020,hc,female,15-24,negative,2
01/03/2020,hc,female,15-24,positive,3
01/03/2020,hc,female,25-34,negative,4
01/03/2020,hc,female,25-34,positive,1
01/03/2020,hc,female,35-44,negative,3
01/03/2020,hc,female,35-44,positive,3
01/03/2020,hc,female,55-64,negative,1
01/03/2020,hc,female,55-64,positive,1
01/03/2020,hc,female,65+,negative,1
01/03/2020,hc,female,65+,positive,1
01/03/2020,hc,male,0-14,negative,4
01/03/2020,hc,male,0-14,positive,1
01/03/2020,hc,male,15-24,negative,7
01/03/2020,hc,male,15-24,positive,5
01/03/2020,hc,male,25-34,negative,4
01/03/2020,hc,male,25-34,positive,4
01/03/2020,hc,male,25-34,NA,1
01/03/2020,hc,male,35-44,negative,5
01/03/2020,hc,male,35-44,positive,15
01/03/2020,hc,male,45-54,negative,2
01/03/2020,hc,male,45-54,positive,6
01/03/2020,hc,male,55-64,negative,6
01/03/2020,hc,male,65+,negative,4
01/03/2020,hc,NA,25-34,positive,1
01/03/2020,hc,NA,35-44,negative,1
01/03/2020,qech,female,0-14,negative,2
01/03/2020,qech,female,0-14,positive,3
01/03/2020,qech,female,15-24,negative,1
01/03/2020,qech,female,15-24,positive,3
01/03/2020,qech,female,25-34,negative,1
01/03/2020,qech,female,25-34,positive,3
01/03/2020,qech,female,35-44,negative,1
01/03/2020,qech,female,35-44,positive,9
01/03/2020,qech,female,45-54,positive,4
01/03/2020,qech,female,55-64,negative,1
01/03/2020,qech,female,55-64,positive,2
01/03/2020,qech,female,65+,negative,1
01/03/2020,qech,female,65+,positive,1
01/03/2020,qech,male,0-14,negative,3
01/03/2020,qech,male,0-14,positive,2
01/03/2020,qech,male,15-24,positive,3
01/03/2020,qech,male,25-34,negative,2
01/03/2020,qech,male,25-34,positive,4
01/03/2020,qech,male,35-44,negative,3
01/03/2020,qech,male,35-44,positive,12
01/03/2020,qech,male,45-54,negative,1
01/03/2020,qech,male,45-54,positive,9
01/03/2020,qech,male,55-64,negative,4
01/03/2020,qech,male,65+,negative,1
01/03/2020,qech,male,65+,positive,1
01/04/2020,hc,female,0-14,positive,2
01/04/2020,hc,female,15-24,negative,2
01/04/2020,hc,female,15-24,positive,1
01/04/2020,hc,female,25-34,negative,1
01/04/2020,hc,female,25-34,positive,1
01/04/2020,hc,female,35-44,positive,6
01/04/2020,hc,female,45-54,positive,1
01/04/2020,hc,female,55-64,negative,2
01/04/2020,hc,male,0-14,negative,1
01/04/2020,hc,male,15-24,negative,5
01/04/2020,hc,male,25-34,negative,7
01/04/2020,hc,male,25-34,positive,7
01/04/2020,hc,male,35-44,negative,3
01/04/2020,hc,male,35-44,positive,8
01/04/2020,hc,male,45-54,negative,2
01/04/2020,hc,male,55-64,negative,1
01/04/2020,hc,male,55-64,positive,1
01/04/2020,hc,male,65+,negative,1
01/04/2020,hc,NA,35-44,negative,1
01/04/2020,qech,female,0-14,positive,3
01/04/2020,qech,female,15-24,negative,1
01/04/2020,qech,female,15-24,positive,2
01/04/2020,qech,female,25-34,negative,1
01/04/2020,qech,female,25-34,positive,6
01/04/2020,qech,female,35-44,negative,1
01/04/2020,qech,female,35-44,positive,4
01/04/2020,qech,female,35-44,NA,1
01/04/2020,qech,female,45-54,negative,1
01/04/2020,qech,female,55-64,positive,1
01/04/2020,qech,male,0-14,negative,3
01/04/2020,qech,male,0-14,positive,5
01/04/2020,qech,male,15-24,positive,1
01/04/2020,qech,male,25-34,negative,1
01/04/2020,qech,male,25-34,positive,2
01/04/2020,qech,male,35-44,negative,2
01/04/2020,qech,male,35-44,positive,13
01/04/2020,qech,male,45-54,negative,2
01/04/2020,qech,male,45-54,positive,3
01/04/2020,qech,male,65+,positive,1
01/05/2020,hc,female,0-14,negative,1
01/05/2020,hc,female,15-24,negative,1
01/05/2020,hc,female,15-24,positive,1
01/05/2020,hc,female,25-34,negative,5
01/05/2020,hc,female,25-34,positive,1
01/05/2020,hc,female,35-44,positive,3
01/05/2020,hc,female,55-64,positive,3
01/05/2020,hc,female,65+,negative,1
01/05/2020,hc,female,65+,positive,1
01/05/2020,hc,male,15-24,negative,2
01/05/2020,hc,male,25-34,negative,5
01/05/2020,hc,male,25-34,positive,6
01/05/2020,hc,male,35-44,negative,6
01/05/2020,hc,male,35-44,positive,5
01/05/2020,hc,male,35-44,NA,1
01/05/2020,hc,male,45-54,negative,1
01/05/2020,hc,male,45-54,positive,5
01/05/2020,hc,male,65+,positive,1
01/05/2020,hc,NA,65+,negative,1
01/05/2020,qech,female,0-14,negative,2
01/05/2020,qech,female,0-14,positive,2
01/05/2020,qech,female,15-24,negative,1
01/05/2020,qech,female,15-24,positive,2
01/05/2020,qech,female,25-34,positive,4
01/05/2020,qech,female,35-44,positive,4
01/05/2020,qech,female,45-54,positive,2
01/05/2020,qech,female,55-64,negative,1
01/05/2020,qech,female,65+,negative,1
01/05/2020,qech,female,65+,positive,1
01/05/2020,qech,male,0-14,negative,2
01/05/2020,qech,male,0-14,positive,1
01/05/2020,qech,male,15-24,negative,2
01/05/2020,qech,male,25-34,negative,2
01/05/2020,qech,male,25-34,positive,5
01/05/2020,qech,male,35-44,positive,6
01/05/2020,qech,male,45-54,positive,4
01/05/2020,qech,male,55-64,negative,2
01/05/2020,qech,male,55-64,positive,2
01/05/2020,qech,male,65+,negative,1
01/05/2020,qech,male,65+,positive,1
01/06/2020,hc,female,0-14,negative,1
01/06/2020,hc,female,15-24,negative,2
01/06/2020,hc,female,15-24,positive,1
01/06/2020,hc,female,25-34,positive,2
01/06/2020,hc,female,35-44,negative,1
01/06/2020,hc,female,35-44,positive,2
01/06/2020,hc,female,45-54,negative,1
01/06/2020,hc,female,45-54,positive,3
01/06/2020,hc,female,55-64,negative,1
01/06/2020,hc,female,65+,negative,1
01/06/2020,hc,male,0-14,negative,2
01/06/2020,hc,male,15-24,negative,4
01/06/2020,hc,male,15-24,positive,1
01/06/2020,hc,male,25-34,negative,8
01/06/2020,hc,male,25-34,positive,4
01/06/2020,hc,male,35-44,negative,4
01/06/2020,hc,male,35-44,positive,6
01/06/2020,hc,male,45-54,negative,1
01/06/2020,hc,male,45-54,positive,2
01/06/2020,hc,male,55-64,positive,1
01/06/2020,hc,male,65+,negative,3
01/06/2020,hc,male,65+,positive,1
01/06/2020,hc,NA,25-34,negative,1
01/06/2020,hc,NA,45-54,negative,2
01/06/2020,hc,NA,NA,positive,1
01/06/2020,qech,female,0-14,negative,1
01/06/2020,qech,female,0-14,positive,3
01/06/2020,qech,female,15-24,negative,2
01/06/2020,qech,female,25-34,positive,3
01/06/2020,qech,female,35-44,positive,5
01/06/2020,qech,female,45-54,positive,3
01/06/2020,qech,female,65+,negative,1
01/06/2020,qech,female,65+,positive,2
01/06/2020,qech,male,0-14,negative,3
01/06/2020,qech,male,0-14,positive,3
01/06/2020,qech,male,15-24,positive,2
01/06/2020,qech,male,25-34,negative,4
01/06/2020,qech,male,25-34,positive,9
01/06/2020,qech,male,35-44,negative,5
01/06/2020,qech,male,35-44,positive,6
01/06/2020,qech,male,45-54,positive,5
01/06/2020,qech,male,55-64,negative,1
01/06/2020,qech,male,65+,positive,1
01/06/2020,qech,NA,0-14,negative,1
01/06/2020,qech,NA,45-54,positive,1
01/07/2020,hc,female,15-24,negative,2
01/07/2020,hc,female,15-24,positive,1
01/07/2020,hc,female,25-34,negative,2
01/07/2020,hc,female,25-34,positive,3
01/07/2020,hc,female,35-44,negative,2
01/07/2020,hc,female,35-44,positive,2
01/07/2020,hc,female,45-54,positive,1
01/07/2020,hc,male,15-24,negative,3
01/07/2020,hc,male,25-34,negative,7
01/07/2020,hc,male,25-34,positive,3
01/07/2020,hc,male,35-44,negative,5
01/07/2020,hc,male,35-44,positive,7
01/07/2020,hc,male,45-54,negative,3
01/07/2020,hc,male,45-54,positive,6
01/07/2020,hc,male,55-64,negative,2
01/07/2020,hc,male,65+,negative,3
01/07/2020,hc,male,65+,positive,1
01/07/2020,hc,NA,15-24,negative,1
01/07/2020,hc,NA,35-44,positive,1
01/07/2020,qech,female,0-14,negative,3
01/07/2020,qech,female,0-14,positive,2
01/07/2020,qech,female,15-24,positive,1
01/07/2020,qech,female,25-34,positive,5
01/07/2020,qech,female,35-44,negative,2
01/07/2020,qech,female,35-44,positive,4
01/07/2020,qech,female,45-54,negative,2
01/07/2020,qech,female,45-54,positive,8
01/07/2020,qech,female,55-64,negative,1
01/07/2020,qech,female,65+,positive,3
01/07/2020,qech,male,0-14,negative,1
01/07/2020,qech,male,15-24,negative,2
01/07/2020,qech,male,25-34,negative,1
01/07/2020,qech,male,25-34,positive,3
01/07/2020,qech,male,35-44,negative,2
01/07/2020,qech,male,35-44,positive,5
01/07/2020,qech,male,45-54,negative,2
01/07/2020,qech,male,45-54,positive,3
01/07/2020,qech,male,55-64,negative,1
01/07/2020,qech,male,55-64,positive,1
01/07/2020,qech,NA,35-44,positive,2
01/07/2020,qech,NA,45-54,negative,1
01/08/2020,hc,female,0-14,positive,1
01/08/2020,hc,female,15-24,negative,2
01/08/2020,hc,female,15-24,positive,2
01/08/2020,hc,female,25-34,positive,2
01/08/2020,hc,female,35-44,negative,1
01/08/2020,hc,female,35-44,positive,1
01/08/2020,hc,female,45-54,negative,1
01/08/2020,hc,female,65+,negative,2
01/08/2020,hc,male,15-24,negative,3
01/08/2020,hc,male,15-24,positive,3
01/08/2020,hc,male,25-34,negative,5
01/08/2020,hc,male,25-34,positive,2
01/08/2020,hc,male,35-44,negative,2
01/08/2020,hc,male,35-44,positive,8
01/08/2020,hc,male,45-54,negative,1
01/08/2020,hc,male,45-54,positive,4
01/08/2020,hc,male,55-64,negative,1
01/08/2020,hc,male,65+,negative,1
01/08/2020,hc,NA,0-14,positive,1
01/08/2020,hc,NA,25-34,negative,1
01/08/2020,qech,female,0-14,negative,3
01/08/2020,qech,female,0-14,positive,2
01/08/2020,qech,female,15-24,negative,1
01/08/2020,qech,female,15-24,positive,2
01/08/2020,qech,female,25-34,positive,6
01/08/2020,qech,female,35-44,positive,9
01/08/2020,qech,female,45-54,positive,3
01/08/2020,qech,female,55-64,negative,1
01/08/2020,qech,female,55-64,positive,1
01/08/2020,qech,male,0-14,negative,1
01/08/2020,qech,male,0-14,positive,3
01/08/2020,qech,male,15-24,negative,1
01/08/2020,qech,male,15-24,positive,1
01/08/2020,qech,male,25-34,negative,2
01/08/2020,qech,male,25-34,positive,4
01/08/2020,qech,male,35-44,negative,2
01/08/2020,qech,male,35-44,positive,7
01/08/2020,qech,male,45-54,negative,1
01/08/2020,qech,male,45-54,positive,4
01/08/2020,qech,male,55-64,positive,3
01/08/2020,qech,male,65+,negative,2
01/08/2020,qech,NA,45-54,positive,1
01/08/2020,qech,NA,55-64,positive,1
01/09/2020,hc,female,15-24,negative,1
01/09/2020,hc,female,15-24,positive,1
01/09/2020,hc,female,25-34,negative,1
01/09/2020,hc,female,25-34,positive,7
01/09/2020,hc,female,35-44,negative,1
01/09/2020,hc,female,35-44,positive,5
01/09/2020,hc,female,45-54,positive,1
01/09/2020,hc,female,55-64,positive,1
01/09/2020,hc,female,65+,negative,1
01/09/2020,hc,male,0-14,negative,2
01/09/2020,hc,male,15-24,negative,1
01/09/2020,hc,male,15-24,positive,1
01/09/2020,hc,male,25-34,negative,10
01/09/2020,hc,male,25-34,positive,3
01/09/2020,hc,male,35-44,negative,12
01/09/2020,hc,male,35-44,positive,8
01/09/2020,hc,male,45-54,negative,2
01/09/2020,hc,male,45-54,positive,3
01/09/2020,hc,male,55-64,positive,2
01/09/2020,hc,male,65+,negative,1
01/09/2020,qech,female,0-14,negative,3
01/09/2020,qech,female,0-14,positive,3
01/09/2020,qech,female,15-24,negative,1
01/09/2020,qech,female,25-34,positive,3
01/09/2020,qech,female,35-44,positive,6
01/09/2020,qech,female,45-54,negative,1
01/09/2020,qech,female,45-54,positive,3
01/09/2020,qech,female,55-64,positive,1
01/09/2020,qech,female,65+,positive,1
01/09/2020,qech,male,0-14,negative,6
01/09/2020,qech,male,0-14,positive,1
01/09/2020,qech,male,0-14,NA,1
01/09/2020,qech,male,15-24,negative,1
01/09/2020,qech,male,15-24,positive,2
01/09/2020,qech,male,25-34,negative,5
01/09/2020,qech,male,25-34,positive,14
01/09/2020,qech,male,35-44,negative,2
01/09/2020,qech,male,35-44,positive,13
01/09/2020,qech,male,45-54,positive,4
01/09/2020,qech,male,55-64,negative,1
01/09/2020,qech,male,55-64,positive,1
01/09/2020,qech,male,65+,negative,1
01/09/2020,qech,NA,65+,negative,1
01/10/2020,hc,female,0-14,negative,1
01/10/2020,hc,female,15-24,negative,4
01/10/2020,hc,female,15-24,positive,1
01/10/2020,hc,female,25-34,negative,3
01/10/2020,hc,female,25-34,positive,2
01/10/2020,hc,female,35-44,negative,2
01/10/2020,hc,female,35-44,positive,4
01/10/2020,hc,female,45-54,negative,1
01/10/2020,hc,female,45-54,positive,2
01/10/2020,hc,male,0-14,negative,3
01/10/2020,hc,male,15-24,negative,4
01/10/2020,hc,male,15-24,positive,2
01/10/2020,hc,male,25-34,negative,6
01/10/2020,hc,male,25-34,positive,3
01/10/2020,hc,male,35-44,negative,6
01/10/2020,hc,male,35-44,positive,3
01/10/2020,hc,male,45-54,negative,1
01/10/2020,hc,male,45-54,positive,9
01/10/2020,hc,male,55-64,positive,2
01/10/2020,hc,male,65+,negative,3
01/10/2020,hc,NA,35-44,negative,1
01/10/2020,qech,female,0-14,negative,4
01/10/2020,qech,female,0-14,positive,2
01/10/2020,qech,female,15-24,negative,1
01/10/2020,qech,female,15-24,positive,1
01/10/2020,qech,female,25-34,negative,2
01/10/2020,qech,female,25-34,positive,5
01/10/2020,qech,female,35-44,negative,4
01/10/2020,qech,female,35-44,positive,5
01/10/2020,qech,female,45-54,negative,1
01/10/2020,qech,female,45-54,positive,3
01/10/2020,qech,female,55-64,negative,1
01/10/2020,qech,female,55-64,positive,1
01/10/2020,qech,female,65+,positive,3
01/10/2020,qech,male,0-14,negative,2
01/10/2020,qech,male,0-14,positive,1
01/10/2020,qech,male,15-24,negative,1
01/10/2020,qech,male,15-24,positive,1
01/10/2020,qech,male,25-34,negative,3
01/10/2020,qech,male,25-34,positive,6
01/10/2020,qech,male,35-44,negative,3
01/10/2020,qech,male,35-44,positive,15
01/10/2020,qech,male,45-54,negative,1
01/10/2020,qech,male,45-54,positive,3
01/10/2020,qech,male,55-64,negative,1
01/10/2020,qech,male,55-64,positive,4
01/10/2020,qech,male,65+,negative,1
01/10/2020,qech,male,65+,positive,2
01/10/2020,qech,NA,0-14,positive,1
01/10/2020,qech,NA,15-24,negative,1
01/11/2020,hc,female,0-14,positive,2
01/11/2020,hc,female,15-24,negative,2
01/11/2020,hc,female,15-24,positive,2
01/11/2020,hc,female,25-34,positive,4
01/11/2020,hc,female,35-44,positive,4
01/11/2020,hc,female,45-54,negative,1
01/11/2020,hc,male,15-24,negative,5
01/11/2020,hc,male,15-24,positive,2
01/11/2020,hc,male,25-34,negative,2
01/11/2020,hc,male,25-34,positive,9
01/11/2020,hc,male,35-44,negative,8
01/11/2020,hc,male,35-44,positive,4
01/11/2020,hc,male,45-54,negative,2
01/11/2020,hc,male,45-54,positive,4
01/11/2020,hc,male,55-64,negative,1
01/11/2020,hc,male,65+,negative,1
01/11/2020,hc,male,65+,positive,1
01/11/2020,hc,NA,25-34,NA,1
01/11/2020,qech,female,0-14,negative,5
01/11/2020,qech,female,0-14,positive,3
01/11/2020,qech,female,15-24,positive,5
01/11/2020,qech,female,25-34,positive,4
01/11/2020,qech,female,35-44,positive,7
01/11/2020,qech,female,45-54,negative,1
01/11/2020,qech,female,45-54,positive,3
01/11/2020,qech,female,55-64,negative,1
01/11/2020,qech,female,55-64,positive,1
01/11/2020,qech,female,65+,negative,1
01/11/2020,qech,female,65+,positive,1
01/11/2020,qech,male,0-14,negative,2
01/11/2020,qech,male,0-14,positive,4
01/11/2020,qech,male,15-24,negative,2
01/11/2020,qech,male,15-24,positive,2
01/11/2020,qech,male,25-34,negative,4
01/11/2020,qech,male,25-34,positive,9
01/11/2020,qech,male,35-44,negative,7
01/11/2020,qech,male,35-44,positive,17
01/11/2020,qech,male,45-54,negative,2
01/11/2020,qech,male,45-54,positive,3
01/11/2020,qech,male,55-64,positive,1
01/11/2020,qech,male,65+,positive,2
01/11/2020,qech,NA,25-34,NA,1
01/11/2020,qech,NA,35-44,positive,2
01/11/2020,qech,NA,45-54,positive,1
01/12/2020,hc,female,0-14,negative,2
01/12/2020,hc,female,0-14,positive,2
01/12/2020,hc,female,15-24,negative,2
01/12/2020,hc,female,25-34,negative,1
01/12/2020,hc,female,35-44,positive,3
01/12/2020,hc,female,45-54,positive,1
01/12/2020,hc,female,55-64,positive,2
01/12/2020,hc,female,65+,positive,3
01/12/2020,hc,male,15-24,negative,4
01/12/2020,hc,male,15-24,positive,1
01/12/2020,hc,male,25-34,negative,8
01/12/2020,hc,male,25-34,positive,5
01/12/2020,hc,male,35-44,negative,3
01/12/2020,hc,male,35-44,positive,4
01/12/2020,hc,male,45-54,negative,3
01/12/2020,hc,male,45-54,positive,2
01/12/2020,hc,male,65+,negative,1
01/12/2020,hc,NA,45-54,positive,1
01/12/2020,qech,female,0-14,negative,1
01/12/2020,qech,female,0-14,positive,1
01/12/2020,qech,female,15-24,negative,1
01/12/2020,qech,female,15-24,positive,1
01/12/2020,qech,female,25-34,negative,1
01/12/2020,qech,female,25-34,positive,2
01/12/2020,qech,female,35-44,negative,2
01/12/2020,qech,female,35-44,positive,9
01/12/2020,qech,female,45-54,positive,3
01/12/2020,qech,female,55-64,negative,1
01/12/2020,qech,female,55-64,positive,1
01/12/2020,qech,male,0-14,negative,2
01/12/2020,qech,male,0-14,positive,2
01/12/2020,qech,male,15-24,negative,2
01/12/2020,qech,male,15-24,positive,1
01/12/2020,qech,male,25-34,negative,6
01/12/2020,qech,male,25-34,positive,5
01/12/2020,qech,male,35-44,negative,4
01/12/2020,qech,male,35-44,positive,6
01/12/2020,qech,male,45-54,positive,5
01/12/2020,qech,male,55-64,positive,4
01/12/2020,qech,male,65+,positive,1
01/12/2020,qech,NA,25-34,positive,1
01/12/2020,qech,NA,45-54,positive,1
